ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
28540-20090316,1949982,31082,1,"P & W HEATING & COOLING, INC","P & W HEATING & COOLING,INC",131  GARLISCH DR  1,ELK GROVE,IL,60007,,,,,1010,Limited Business License,,,28540.0,RENEW,,01/15/2009,03/11/2009,N,03/16/2009,03/15/2011,03/11/2009,03/12/2009,AAI,,,,,
1873329-20121016,2181442,260867,4,HARRIS FARRUKH,INTERNET SUPERSTAR,6805 N SHERIDAN RD 1,CHICAGO,IL,60626,49.0,29.0,49-29,24.0,1010,Limited Business License,,,1873329.0,RENEW,,08/15/2012,09/19/2012,N,10/16/2012,10/15/2014,09/19/2012,09/20/2012,AAC,12/29/2012,54.0,42.005748683,-87.660817462,"(42.00574868295367, -87.66081746196252)"
1517647-20120716,2155231,280502,19,AUTOZONE PARTS INC,AUTOZONE # 5245,4448 N PULASKI RD,CHICAGO,IL,60630,39.0,46.0,39-46,17.0,1010,Limited Business License,,,1517647.0,RENEW,,05/15/2012,05/21/2012,N,07/16/2012,07/15/2014,05/21/2012,05/22/2012,AAI,,,41.962392714,-87.728012185,"(41.96239271370227, -87.72801218497115)"
1646406-20060216,1674227,294945,1,ALEJANDRO  G.  GARCIA,ALLA HVAC NECH SYSTEMS COMPANY,7306 W OGDEN,RIVERSIDE,IL,60546,,,,,1010,Limited Business License,,,1646406.0,RENEW,,12/21/2005,02/23/2006,N,02/16/2006,02/15/2007,02/23/2006,02/24/2006,AAI,,,,,
1168737-20030216,1324893,217948,1,Techniteam Corp.,Techniteam Corp.,1825  COLLEGE AVE  130,WHEATON,IL,60187,,,,,1010,Limited Business License,,,1168737.0,RENEW,,12/17/2002,01/23/2003,N,02/16/2003,02/15/2004,01/23/2003,01/24/2003,AAI,,,,,
1798797-20120416,2139260,36725,4,"Four Seasons Heating & Air Conditioning, Inc.","FOUR SEASONS, INC.",5701 W 73RD ST 1ST,BEDFORD PARK,IL,60638,,,,,1010,Limited Business License,902 | 901,"Heating, Ventilation and Air Conditioning Services - Commercial | Heating, Ventilation and Air Conditioning Services - Residential",1798797.0,RENEW,,02/17/2012,03/13/2012,N,04/16/2012,04/15/2014,03/13/2012,03/14/2012,AAI,,,,,
1426320-20071116,1854505,38513,2,111 W. 111TH ST. CORPORATION,Doris 115 Club,137-139 W 115TH ST,CHICAGO,IL,60628,34.0,11.0,34-11,5.0,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1426320.0,RENEW,,09/21/2007,11/15/2007,N,11/16/2007,09/15/2009,11/15/2007,11/16/2007,AAI,,,41.68516465,-87.626837965,"(41.685164649705676, -87.62683796466803)"
1594407-20130516,2243316,290731,1,"DYMOND CONTRACT GLAZING, INC.",DYMOND GLASS,226 W BELVIDERE RD,HAINESVILLE,IL,60030,,,,,1010,Limited Business License,,,1594407.0,RENEW,,03/15/2013,06/13/2013,N,05/16/2013,05/15/2015,06/13/2013,06/14/2013,AAI,,,,,
2254195-20170216,2503151,266078,2,RALPH A. STEVENS,RALPH A STEVENS,3241 S WALLACE ST,STEGER,IL,60475,,,,,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2254195.0,RENEW,,12/15/2016,03/01/2018,N,02/16/2017,02/15/2019,,03/01/2018,AAI,,,41.835065439,-87.641189992,"(41.83506543934999, -87.64118999225921)"
1579577-20070216,1788170,253797,2,PRECISE STEEL INC.,PRECISE STEEL INC.,329  KINGSTON RD,GENOA,IL,60135,,,,,1010,Limited Business License,,,1579577.0,RENEW,,12/20/2006,02/22/2007,N,02/16/2007,05/15/2009,02/22/2007,02/23/2007,AAI,,,,,
1543258-20060216,1654449,22021,1,ELMER VENSON SR,E & V CONSTRUCTION,3612  LEE,RICHTON PARK,IL,60471,,,,,1011,Home Repair,,,1543258.0,RENEW,,12/21/2005,01/30/2006,N,02/16/2006,02/15/2007,02/27/2006,02/28/2006,AAI,,,,,
1226535-20030816,1375466,243633,1,HANH THI LE,HANH THI LE,1405  43RD CT,STONE PARK,IL,60165,,,,,1525,Massage Therapist,,,1226535.0,RENEW,,06/24/2003,08/18/2003,N,08/16/2003,08/15/2004,08/18/2003,08/18/2003,AAI,,,,,
1997938-20100216,2013057,347491,1,"FOUR STARS DEMO ENTERPRISE, INC.",FOUR STARS DEMO ENTERPRISE,3738 S CICERO AVE 1ST,CICERO,IL,60804,,,,,1010,Limited Business License,,,1997938.0,RENEW,,12/16/2009,02/05/2010,N,02/16/2010,02/15/2012,02/05/2010,02/05/2010,AAC,02/07/2012,,,,
1226810-20020322,1226810,215880,2,Suburban Recycling Inc.,SUBURBAN RECYCLING & DISPOSAL & RAPID WASTE AND RECYLING,3435 S CICERO AVE,CICERO,IL,60804,,,,,1010,Limited Business License,,,1226810.0,ISSUE,03/08/2002,03/21/2002,03/21/2002,N,03/22/2002,02/15/2003,03/22/2002,03/25/2002,AAI,,,,,
24460-20030216,1321287,85897,2,DOROTHY GOSSETT,DOROTHY GOSSETT,7812 S LINDER AVE,BURBANK,IL,60459,,,,,1046,Automatic Amusement Device Operator,,,24460.0,RENEW,,12/17/2002,01/15/2003,N,02/16/2003,02/15/2004,01/15/2003,01/16/2003,AAI,,,,,
31070-20020216,1200297,14277,1,THE WIENEKE CORP,THE WIENEKE CORP,9710 S 55 TH AVE,OAK LAWN,IL,60453,,,,,1010,Limited Business License,,,31070.0,RENEW,,12/20/2001,01/24/2002,N,02/16/2002,02/15/2003,01/24/2002,01/25/2002,AAI,,,,,
19652-20110416,2080200,7980,1,ALPS CONSTRUCTION INC.,ALPS CONSTRUCTION INC,15745  ANNICO DR,HOMER GLEN,IL,60491,,,,,1010,Limited Business License,,,19652.0,RENEW,,02/15/2011,03/24/2011,N,04/16/2011,04/15/2013,03/24/2011,03/25/2011,AAI,,,,,
1332702-20030131,1332702,258436,1,SMJ DRY WALL INC,SMJ DRY WALL INC,2232 S CENTRAL AVE,CICERO,IL,60804,,,,,1010,Limited Business License,,,1332702.0,ISSUE,01/30/2003,01/31/2003,01/31/2003,N,01/31/2003,02/15/2004,01/31/2003,01/31/2003,AAI,,,,,
24628-20060216,1656312,30088,1,EDY'S GRAND ICE CREAM,EDY'S GRAND ICE CREAM,601  WALL ST  1ST,GLENDALE HEIGHTS,IL,60139,,,,,1007,Wholesale Food Establishment,864,Wholesale Food Sales,24628.0,RENEW,,12/21/2005,01/30/2006,N,02/16/2006,02/15/2007,01/30/2006,01/31/2006,AAI,,,,,
2342025-20140710,2342025,391885,1,HENOCH E. FUENTES,HENOCH E. FUENTES,112  LOVELL ST,ELGIN,IL,60120,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2342025.0,ISSUE,07/10/2014,07/10/2014,07/10/2014,N,07/10/2014,07/15/2016,,07/10/2014,AAI,,,,,
1270776-20020725,1270776,250350,1,POLKRAFT BUILDERS CORP.,POLKKRAFT BUILDERS CORP.,ONE  WELLINGTON CT,LINCOLNSHIRE,IL,60069,,,,,1010,Limited Business License,,,1270776.0,ISSUE,07/02/2002,07/02/2002,07/02/2002,N,07/25/2002,02/15/2003,07/24/2002,07/25/2002,AAI,,,,,
1352553-20030404,1352553,261496,1,NICOLE R. BORSBERRY,NICOLE R. BORSBERRY,501  COLLEGE AVE CPO-286,WHEATON,IL,60187,,,,,1605,Street Performer,,,1352553.0,ISSUE,04/04/2003,04/04/2003,04/04/2003,N,04/04/2003,02/15/2004,,04/04/2003,AAI,,,,,
1225578-20130116,2200402,243206,1,ALLIED WASTE TRANSPORTATION INC.,GROEN WASTE SERVICES,13701 S KOSTNER AVE,CRESTWOOD,IL,60445,,,,,1010,Limited Business License,,,1225578.0,RENEW,,11/15/2012,12/20/2012,N,01/16/2013,01/15/2015,12/20/2012,12/21/2012,AAI,,,,,
50173-20040816,1504723,56598,1,JEANNE DJENGOUE SMITH,JEANNE AFRICAN HAIR BRAIDING,4605 N SHERIDAN RD 1ST,CHICAGO,IL,60640,46.0,22.0,46-22,19.0,1010,Limited Business License,,,50173.0,RENEW,,06/30/2004,07/22/2004,N,08/16/2004,08/15/2005,07/22/2004,07/23/2004,AAI,,34.0,41.965583516,-87.654643433,"(41.96558351576985, -87.65464343280085)"
2263449-20150616,2396512,381362,4,"Vengroff Williams, Inc","Vengroff Williams, Inc",8440 N TAMIAMI TRAIL,SARASOTA,FL,34243,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2263449.0,RENEW,,04/15/2015,06/01/2015,N,06/16/2015,06/15/2017,06/01/2015,06/02/2015,AAC,06/08/2017,,,,
1986881-20090813,1986881,318731,26,Patty Harmon,THE MALT SHOPPE,6700 N OLMSTED AVE,CHICAGO,IL,60631,41.0,5.0,41-5,16.0,1329,Special Event Food,814,Special Event Food,1986881.0,ISSUE,08/11/2009,08/11/2009,08/13/2009,N,08/13/2009,08/16/2009,08/13/2009,08/13/2009,AAI,,,42.002058922,-87.816965962,"(42.00205892164775, -87.81696596226162)"
2418000-20150717,2418000,364915,1,MAC EARL WOODS,MAC EARL WOODS,1131 N 9TH AVE,MAYWOOD,IL,60153,,,,,4406,Peddler License,915,"Street Performer, Moving Along the Public Way (Special)",2418000.0,ISSUE,07/17/2015,07/17/2015,07/17/2015,N,07/17/2015,08/15/2017,,07/17/2015,AAI,,,,,
1514613-20090416,1957515,279195,1,CLAYTON J. WILLIAMS,CLAYTON J. WILLIAMS/MELROSE PYROTECHNICS,P.O. BOX  302,KINGSBURY,IN,46340,,,,,1255,"Explosives, Certificate of Fitness",653,Employee of a Wrecking/Demolitio/Fireworks Contractor (Cert. of Fitness),1514613.0,RENEW,,02/17/2009,03/05/2009,N,04/16/2009,04/15/2011,03/05/2009,03/06/2009,AAI,,,,,
2003986-20100516,2023722,52140,9,"STEPPO SUPPLY & CONSTRUCTION, INC.",LESLIE SHAYNE PECK,3450  RIDGE RD,LANSING,IL,60438,,,,,1255,"Explosives, Certificate of Fitness",653,Employee of a Wrecking/Demolitio/Fireworks Contractor (Cert. of Fitness),2003986.0,RENEW,,03/15/2010,03/29/2010,N,05/16/2010,05/15/2012,03/29/2010,03/30/2010,AAI,,,,,
2431954-20151022,2431954,368042,2,QUALITY PLUMBING SERVICES INC.,Quality Plumbing Services Inc.,310 S LALONDE AVE  B,ADDISON,IL,60101,,,,,1010,Limited Business License,708,Miscellaneous Commercial Services,2431954.0,ISSUE,,10/21/2015,,N,10/22/2015,12/15/2017,10/21/2015,10/22/2015,AAI,,,,,
1381841-20060216,1681624,266009,1,DONALD R. DEROSS,AZ-TECH HEATING & COOLING,9846 S CLIFTON PARK,EVERGREEN PARK,IL,60805,,,,,1010,Limited Business License,,,1381841.0,RENEW,,03/14/2006,03/14/2006,N,02/16/2006,02/15/2007,03/14/2006,03/15/2006,AAI,,,,,
1968705-20110316,2075576,28952,2,"TRI-STATE ENTERPRISES, INC","TRI-STATE ENTERPRISES, INC",150  ANTON DR,ROMEOVILLE,IL,60446,,,,,1010,Limited Business License,,,1968705.0,RENEW,,01/14/2011,02/15/2011,N,03/16/2011,03/15/2013,02/15/2011,02/16/2011,AAI,,,,,
2309036-20140723,2309036,386661,1,SOHO HOUSE CHICAGO LLC,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,CHICAGO,IL,60607,27.0,1.0,27-1,12.0,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2309036.0,ISSUE,02/10/2014,05/23/2014,03/27/2014,Y,07/23/2014,08/15/2016,07/23/2014,07/23/2014,AAI,,,41.883557098,-87.648432396,"(41.883557097965046, -87.64843239611488)"
1737790-20070216,1795992,304601,1,"S & M MECHANICAL, INC.","S & M MECHANICAL, INC.",324 E BURLINGTON   3,RIVERSIDE,IL,60546,,,,,1010,Limited Business License,,,1737790.0,RENEW,,12/20/2006,02/02/2007,N,02/16/2007,05/15/2008,02/02/2007,02/05/2007,AAI,,,,,
1143140-20090716,1972251,214704,1,PRIDE FOOD CORPORATION,LONGWOOD FOODS,11106 S LONGWOOD DR,CHICAGO,IL,60643,19.0,64.0,19-64,22.0,1781,Tobacco,763,Retail Sale of Tobacco,1143140.0,RENEW,,05/15/2009,07/08/2009,N,07/16/2009,07/15/2011,07/08/2009,07/09/2009,AAI,,,41.691719561,-87.672114245,"(41.69171956132765, -87.67211424461023)"
2589292-20180328,2589292,426260,1,"LEGACY BUILDER INVESTMENTS, LLC/KRAV CATERING",KRAV CATERING,2765  CEDAR GLADE RD,NAPERVILLE,IL,60564,,,,,8344,Shared Kitchen User,804,Shared Kitchen User - Long Term,2589292.0,ISSUE,03/27/2018,03/27/2018,03/27/2018,N,03/28/2018,04/15/2020,,03/28/2018,AAI,,,,,
35551-20030216,1317686,54266,2,ANDREW BLYTH,ABC AMUSEMENTS INC,18300  DIXIE HWY 1ST,HOMEWOOD,IL,60430,,,,,1046,Automatic Amusement Device Operator,,,35551.0,RENEW,,12/17/2002,02/14/2003,N,02/16/2003,02/15/2004,02/14/2003,02/14/2003,AAI,,,,,
2211802-20121229,2211802,60850,3,JAMES NELLES,JAMES NELLES,39  FOREST AVE 2ND 219,RIVERSIDE,IL,60546,,,,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2211802.0,ISSUE,,,,N,12/29/2012,02/15/2013,,12/29/2012,AAI,,,,,
37342-20030216,1313189,33383,1,G. A. JOHNSON & SON,G.A. JOHNSON & SON,828  FOSTER ST 1ST,EVANSTON,IL,60201,,,,,1010,Limited Business License,,,37342.0,RENEW,,12/17/2002,01/13/2003,N,02/16/2003,02/15/2004,01/13/2003,01/14/2003,AAI,,,,,
1479107-20040309,1479107,273650,1,TAE SON AN,TFF HEATING AND COOLING,10185  KATHY CT,DES PLAINES,IL,60016,,,,,1011,Home Repair,,,1479107.0,ISSUE,03/08/2004,03/08/2004,03/08/2004,N,03/09/2004,02/15/2005,03/08/2004,03/09/2004,AAI,,,,,
